Scenario,states,missing,SS ratio,agents,observations,Inaccuracy
polarization,2,0.2,0.8,50,500,0.123297407
polarization,32,0.2,0.6,150,500,0.211196264
polarization,12,0.2,0,300,500,0.240514434
polarization,2,0.4,0.8,50,500,0.159770942
polarization,2,0.6,0.8,50,500,0.263156774
polarization,32,0.4,0.6,150,500,0.215750025
polarization,12,0.4,0,300,500,0.241773611
polarization,2,0.8,0.8,50,500,0.336979389
polarization,32,0.6,0.6,150,500,0.221291778
polarization,2,0,0,50,500,0.04170223
polarization,2,0.2,0,50,500,0.045765913
polarization,2,0.4,0,50,500,0.053725675
polarization,2,0.6,0,50,500,0.072720413
polarization,2,0.8,0,50,500,0.130358969
polarization,12,0.6,0,300,500,0.241555943
polarization,2,0.2,0.2,50,500,0.046513133
polarization,32,0.8,0.6,150,500,0.317492363
polarization,2,0.4,0.2,50,500,0.064786241
polarization,12,0.8,0,300,500,0.246379947
polarization,2,0.6,0.2,50,500,0.107502763
polarization,32,0.2,0.8,150,500,0.216523972
polarization,2,0.8,0.2,50,500,0.062100522
polarization,32,0.4,0.8,150,500,0.229244966
polarization,2,0.2,0.4,50,500,0.083604778
polarization,12,0.2,0.2,300,500,0.240116704
polarization,2,0.4,0.4,50,500,0.110721846
polarization,32,0.6,0.8,150,500,0.256093099
polarization,2,0.6,0.4,50,500,0.177892254
polarization,32,0.8,0.8,150,500,0.338177274
polarization,2,0.8,0.4,50,500,0.342589852
polarization,12,0.4,0.2,300,500,0.236198998
polarization,32,0,0,150,500,0.133207264
polarization,32,0.2,0,150,500,0.133578615
polarization,2,0.2,0.6,50,500,0.105735297
polarization,32,0.4,0,150,500,0.13571552
polarization,2,0.4,0.6,50,500,0.142336609
polarization,32,0.6,0,150,500,0.136911637
polarization,12,0.6,0.2,300,500,0.247877283
polarization,32,0.8,0,150,500,0.15229819
polarization,2,0.6,0.6,50,500,0.217269783
polarization,2,0.8,0.6,50,500,0.31971684
polarization,32,0.2,0.2,150,500,0.141167664
polarization,12,0.8,0.2,300,500,0.21719227
polarization,32,0.4,0.2,150,500,0.142580011
polarization,2,0.2,0.8,50,500,0.117711154
polarization,2,0.4,0.8,50,500,0.164155146
polarization,32,0.6,0.2,150,500,0.15550616
polarization,2,0.6,0.8,50,500,0.268754796
polarization,32,0.8,0.2,150,500,0.091952099
polarization,12,0.2,0.4,300,500,0.236330382
polarization,2,0.8,0.8,50,500,0.362940889
polarization,4,0,0,50,500,0.158200994
polarization,4,0.2,0,50,500,0.16051378
polarization,4,0.4,0,50,500,0.161295283
polarization,4,0.6,0,50,500,0.168708404
polarization,4,0.8,0,50,500,0.204467367
polarization,4,0.2,0.2,50,500,0.158285616
polarization,32,0.2,0.4,150,500,0.155389642
polarization,4,0.4,0.2,50,500,0.1649569
polarization,12,0.4,0.4,300,500,0.23701467
polarization,32,0.4,0.4,150,500,0.164699499
polarization,4,0.6,0.2,50,500,0.187554499
polarization,4,0.8,0.2,50,500,0.136921538
polarization,32,0.6,0.4,150,500,0.170769997
polarization,12,0.6,0.4,300,500,0.243782733
polarization,4,0.2,0.4,50,500,0.162790345
polarization,32,0.8,0.4,150,500,0.252774619
polarization,4,0.4,0.4,50,500,0.175040401
polarization,4,0.6,0.4,50,500,0.218809896
polarization,12,0.8,0.4,300,500,0.27476435
polarization,32,0.2,0.6,150,500,0.159854313
polarization,4,0.8,0.4,50,500,0.163287356
polarization,32,0.4,0.6,150,500,0.169356325
polarization,4,0.2,0.6,50,500,0.186221751
polarization,32,0.6,0.6,150,500,0.180466589
polarization,4,0.4,0.6,50,500,0.203274708
polarization,12,0.2,0.6,300,500,0.234970521
polarization,4,0.6,0.6,50,500,0.253941669
polarization,32,0.8,0.6,150,500,0.306506812
polarization,4,0.8,0.6,50,500,0.383629357
polarization,12,0.4,0.6,300,500,0.23651579
polarization,32,0.2,0.8,150,500,0.160161332
polarization,4,0.2,0.8,50,500,0.199628876
polarization,4,0.4,0.8,50,500,0.225946544
polarization,32,0.4,0.8,150,500,0.174233092
polarization,4,0.6,0.8,50,500,0.301383109
polarization,12,0.6,0.6,300,500,0.243235002
polarization,32,0.6,0.8,150,500,0.201688299
polarization,4,0.8,0.8,50,500,0.309351951
polarization,4,0,0,50,500,0.13199222
polarization,4,0.2,0,50,500,0.13435201
polarization,4,0.4,0,50,500,0.136649979
polarization,4,0.6,0,50,500,0.146453044
polarization,4,0.8,0,50,500,0.178969693
polarization,32,0.8,0.8,150,500,0.343736927
polarization,4,0.2,0.2,50,500,0.135599051
polarization,12,0.8,0.6,300,500,0.295856556
polarization,32,0,0,150,500,0.07623172
polarization,4,0.4,0.2,50,500,0.147449249
polarization,32,0.2,0,150,500,0.07698923
polarization,4,0.6,0.2,50,500,0.166847069
polarization,32,0.4,0,150,500,0.078937196
polarization,32,0.6,0,150,500,0.082778302
polarization,4,0.8,0.2,50,500,0.094274234
polarization,32,0.8,0,150,500,0.105925895
polarization,4,0.2,0.4,50,500,0.141838642
polarization,12,0.2,0.8,300,500,0.234385037
polarization,32,0.2,0.2,150,500,0.075837301
polarization,4,0.4,0.4,50,500,0.160999083
polarization,32,0.4,0.2,150,500,0.079894529
polarization,4,0.6,0.4,50,500,0.226147134
polarization,32,0.6,0.2,150,500,0.104217193
polarization,12,0.4,0.8,300,500,0.235861264
polarization,4,0.8,0.4,50,500,0.331540646
polarization,32,0.8,0.2,150,500,0.039217532
polarization,4,0.2,0.6,50,500,0.131169646
polarization,4,0.4,0.6,50,500,0.164273763
polarization,12,0.6,0.8,300,500,0.247221476
polarization,32,0.2,0.4,150,500,0.086347485
polarization,4,0.6,0.6,50,500,0.225325825
polarization,4,0.8,0.6,50,500,0.346556378
polarization,32,0.4,0.4,150,500,0.095512971
polarization,12,0.8,0.8,300,500,0.290974086
polarization,4,0.2,0.8,50,500,0.149141529
polarization,32,0.6,0.4,150,500,0.121099874
polarization,4,0.4,0.8,50,500,0.198839932
polarization,12,0,0,300,500,0.195890471
polarization,32,0.8,0.4,150,500,0.216292946
polarization,4,0.6,0.8,50,500,0.274514644
polarization,4,0.8,0.8,50,500,0.348885265
polarization,12,0.2,0,300,500,0.196157965
polarization,4,0,0,50,500,0.087666771
polarization,32,0.2,0.6,150,500,0.106229896
polarization,4,0.2,0,50,500,0.089201951
polarization,4,0.4,0,50,500,0.093695655
polarization,4,0.6,0,50,500,0.106796641
polarization,4,0.8,0,50,500,0.145535732
polarization,4,0.2,0.2,50,500,0.095875462
polarization,32,0.4,0.6,150,500,0.12092681
polarization,12,0.4,0,300,500,0.196199135
polarization,4,0.4,0.2,50,500,0.101907494
polarization,4,0.6,0.2,50,500,0.144099066
polarization,32,0.6,0.6,150,500,0.136840447
polarization,12,0.6,0,300,500,0.196920103
polarization,4,0.8,0.2,50,500,0.089077571
polarization,32,0.8,0.6,150,500,0.247016483
polarization,12,0.8,0,300,500,0.198409875
polarization,4,0.2,0.4,50,500,0.127609122
polarization,4,0.4,0.4,50,500,0.14651148
polarization,32,0.2,0.8,150,500,0.101290736
polarization,4,0.6,0.4,50,500,0.194093178
polarization,12,0.2,0.2,300,500,0.194771316
polarization,4,0.8,0.4,50,500,0.120368921
polarization,32,0.4,0.8,150,500,0.116802837
polarization,4,0.2,0.6,50,500,0.146731774
polarization,32,0.6,0.8,150,500,0.163059056
polarization,12,0.4,0.2,300,500,0.192010693
polarization,4,0.4,0.6,50,500,0.184931906
polarization,32,0.8,0.8,150,500,0.292762988
polarization,4,0.6,0.6,50,500,0.245167131
polarization,2,0,0,300,150,0.112688482
polarization,12,0.6,0.2,300,500,0.194407823
polarization,2,0.2,0,300,150,0.113260046
polarization,2,0.4,0,300,150,0.115428023
polarization,4,0.8,0.6,50,500,0.359610135
polarization,2,0.6,0,300,150,0.120026801
polarization,2,0.8,0,300,150,0.145292589
polarization,2,0.2,0.2,300,150,0.114531207
polarization,2,0.4,0.2,300,150,0.121274896
polarization,4,0.2,0.8,50,500,0.164199179
polarization,2,0.6,0.2,300,150,0.139283529
polarization,12,0.8,0.2,300,500,0.158024984
polarization,2,0.8,0.2,300,150,0.116942824
polarization,2,0.2,0.4,300,150,0.124752514
polarization,4,0.4,0.8,50,500,0.200245221
polarization,2,0.4,0.4,300,150,0.134428996
polarization,2,0.6,0.4,300,150,0.155843992
polarization,2,0.8,0.4,300,150,0.266782769
polarization,4,0.6,0.8,50,500,0.301677062
polarization,2,0.2,0.6,300,150,0.132470269
polarization,2,0.4,0.6,300,150,0.151174093
polarization,2,0.6,0.6,300,150,0.201566351
polarization,4,0.8,0.8,50,500,0.340765092
polarization,2,0.8,0.6,300,150,0.351742329
polarization,4,0,0,50,500,0.053531551
polarization,4,0.2,0,50,500,0.056633433
polarization,2,0.2,0.8,300,150,0.144482143
polarization,4,0.4,0,50,500,0.064132859
polarization,4,0.6,0,50,500,0.080012695
polarization,4,0.8,0,50,500,0.144852961
polarization,2,0.4,0.8,300,150,0.166937657
polarization,12,0.2,0.4,300,500,0.192181717
polarization,2,0.6,0.8,300,150,0.221567715
polarization,4,0.2,0.2,50,500,0.064752979
polarization,2,0.8,0.8,300,150,0.381677105
polarization,2,0,0,300,150,0.094305058
polarization,4,0.4,0.2,50,500,0.072544601
polarization,2,0.2,0,300,150,0.094819532
polarization,2,0.4,0,300,150,0.097896127
polarization,2,0.6,0,300,150,0.103148453
polarization,2,0.8,0,300,150,0.132620603
polarization,4,0.6,0.2,50,500,0.113658625
polarization,2,0.2,0.2,300,150,0.097276958
polarization,12,0.4,0.4,300,500,0.192820466
polarization,2,0.4,0.2,300,150,0.102550148
polarization,2,0.6,0.2,300,150,0.12319272
polarization,4,0.8,0.2,50,500,0.064213544
polarization,2,0.8,0.2,300,150,0.088966442
polarization,2,0.2,0.4,300,150,0.106104015
polarization,2,0.4,0.4,300,150,0.119108623
polarization,2,0.6,0.4,300,150,0.143503244
polarization,4,0.2,0.4,50,500,0.087520667
polarization,2,0.8,0.4,300,150,0.286262095
polarization,2,0.2,0.6,300,150,0.1212461
polarization,12,0.6,0.4,300,500,0.197358962
polarization,2,0.4,0.6,300,150,0.137577444
polarization,4,0.4,0.4,50,500,0.111896452
polarization,2,0.6,0.6,300,150,0.188694478
polarization,2,0.8,0.6,300,150,0.367665996
polarization,4,0.6,0.4,50,500,0.157519736
polarization,2,0.2,0.8,300,150,0.124700811
polarization,2,0.4,0.8,300,150,0.154639702
polarization,2,0.6,0.8,300,150,0.208788489
polarization,4,0.8,0.4,50,500,0.082954604
polarization,2,0.8,0.8,300,150,0.356364713
polarization,12,0.8,0.4,300,500,0.2330889
polarization,2,0,0,300,150,0.065222955
polarization,2,0.2,0,300,150,0.0667891
polarization,2,0.4,0,300,150,0.069891571
polarization,2,0.6,0,300,150,0.078106123
polarization,4,0.2,0.6,50,500,0.108108684
polarization,2,0.8,0,300,150,0.116614717
polarization,2,0.2,0.2,300,150,0.067350226
polarization,2,0.4,0.2,300,150,0.072366066
polarization,4,0.4,0.6,50,500,0.13845032
polarization,2,0.6,0.2,300,150,0.098806018
polarization,2,0.8,0.2,300,150,0.058741823
polarization,2,0.2,0.4,300,150,0.08546615
polarization,4,0.6,0.6,50,500,0.211235858
polarization,2,0.4,0.4,300,150,0.100082736
polarization,12,0.2,0.6,300,500,0.188936175
polarization,2,0.6,0.4,300,150,0.131866939
polarization,2,0.8,0.4,300,150,0.282313178
polarization,4,0.8,0.6,50,500,0.369983509
polarization,2,0.2,0.6,300,150,0.095010762
polarization,2,0.4,0.6,300,150,0.114848229
polarization,2,0.6,0.6,300,150,0.166804778
polarization,2,0.8,0.6,300,150,0.329683857
polarization,4,0.2,0.8,50,500,0.128548285
polarization,2,0.2,0.8,300,150,0.106352448
polarization,12,0.4,0.6,300,500,0.193759631
polarization,2,0.4,0.8,300,150,0.135236589
polarization,4,0.4,0.8,50,500,0.175506962
polarization,2,0.6,0.8,300,150,0.196633246
polarization,2,0.8,0.8,300,150,0.350871246
polarization,2,0,0,300,150,0.036096558
polarization,4,0.6,0.8,50,500,0.27093551
polarization,2,0.2,0,300,150,0.038984708
polarization,2,0.4,0,300,150,0.043922551
polarization,2,0.6,0,300,150,0.056688429
polarization,2,0.8,0,300,150,0.105085564
polarization,4,0.8,0.8,50,500,0.350602889
polarization,2,0.2,0.2,300,150,0.041356266
polarization,12,0.6,0.6,300,500,0.20561038
polarization,2,0.4,0.2,300,150,0.052490299
polarization,8,0,0,50,500,0.208534949
polarization,8,0.2,0,50,500,0.208913895
polarization,8,0.4,0,50,500,0.210752023
polarization,2,0.6,0.2,300,150,0.084177093
polarization,8,0.6,0,50,500,0.212826843
polarization,8,0.8,0,50,500,0.239952603
polarization,2,0.8,0.2,300,150,0.047729751
polarization,8,0.2,0.2,50,500,0.203604011
polarization,2,0.2,0.4,300,150,0.066102412
polarization,2,0.4,0.4,300,150,0.082227999
polarization,2,0.6,0.4,300,150,0.113855543
polarization,8,0.4,0.2,50,500,0.197641609
polarization,2,0.8,0.4,300,150,0.264373601
polarization,2,0.2,0.6,300,150,0.087317499
polarization,12,0.8,0.6,300,500,0.251628271
polarization,8,0.6,0.2,50,500,0.231998024
polarization,2,0.4,0.6,300,150,0.112037271
polarization,2,0.6,0.6,300,150,0.165119597
polarization,2,0.8,0.6,300,150,0.300511586
polarization,8,0.8,0.2,50,500,0.20582995
polarization,2,0.2,0.8,300,150,0.099718487
polarization,2,0.4,0.8,300,150,0.133321883
polarization,2,0.6,0.8,300,150,0.204912425
polarization,2,0.8,0.8,300,150,0.346099047
polarization,8,0.2,0.4,50,500,0.211092558
polarization,4,0,0,300,150,0.155819336
polarization,4,0.2,0,300,150,0.15667686
polarization,4,0.4,0,300,150,0.158264399
polarization,4,0.6,0,300,150,0.162797992
polarization,8,0.4,0.4,50,500,0.22040567
polarization,4,0.8,0,300,150,0.179254982
polarization,12,0.2,0.8,300,500,0.199941517
polarization,4,0.2,0.2,300,150,0.154591784
polarization,4,0.4,0.2,300,150,0.159882223
polarization,8,0.6,0.4,50,500,0.282397519
polarization,4,0.6,0.2,300,150,0.168357456
polarization,4,0.8,0.2,300,150,0.143070521
polarization,8,0.8,0.4,50,500,0.383369787
polarization,4,0.2,0.4,300,150,0.158525342
polarization,4,0.4,0.4,300,150,0.167667241
polarization,4,0.6,0.4,300,150,0.190029605
polarization,4,0.8,0.4,300,150,0.298958068
polarization,12,0.4,0.8,300,500,0.204510478
polarization,8,0.2,0.6,50,500,0.253322767
polarization,4,0.2,0.6,300,150,0.171973072
polarization,4,0.4,0.6,300,150,0.18766657
polarization,4,0.6,0.6,300,150,0.226164596
polarization,8,0.4,0.6,50,500,0.262804431
polarization,4,0.8,0.6,300,150,0.355359251
polarization,4,0.2,0.8,300,150,0.17321487
polarization,4,0.4,0.8,300,150,0.191655375
polarization,8,0.6,0.6,50,500,0.337000633
polarization,4,0.6,0.8,300,150,0.235760638
polarization,12,0.6,0.8,300,500,0.213135183
polarization,4,0.8,0.8,300,150,0.366197592
polarization,8,0.8,0.6,50,500,0.342258035
polarization,4,0,0,300,150,0.128939958
polarization,4,0.2,0,300,150,0.129475936
polarization,4,0.4,0,300,150,0.129932073
polarization,4,0.6,0,300,150,0.136309283
polarization,4,0.8,0,300,150,0.153668577
polarization,4,0.2,0.2,300,150,0.131588595
polarization,8,0.2,0.8,50,500,0.239430207
polarization,4,0.4,0.2,300,150,0.135520164
polarization,4,0.6,0.2,300,150,0.148563064
polarization,12,0.8,0.8,300,500,0.287850911
polarization,4,0.8,0.2,300,150,0.1056804
polarization,8,0.4,0.8,50,500,0.269243748
polarization,4,0.2,0.4,300,150,0.127686686
polarization,4,0.4,0.4,300,150,0.137326909
polarization,8,0.6,0.8,50,500,0.350693123
polarization,4,0.6,0.4,300,150,0.163779311
polarization,4,0.8,0.4,300,150,0.288616129
polarization,4,0.2,0.6,300,150,0.135029543
polarization,12,0,0,300,500,0.127966636
polarization,8,0.8,0.8,50,500,0.359392665
polarization,4,0.4,0.6,300,150,0.159939297
polarization,4,0.6,0.6,300,150,0.202028898
polarization,8,0,0,50,500,0.167232722
polarization,8,0.2,0,50,500,0.166489943
polarization,8,0.4,0,50,500,0.172111269
polarization,4,0.8,0.6,300,150,0.339674956
polarization,8,0.6,0,50,500,0.174624268
polarization,8,0.8,0,50,500,0.210519997
polarization,4,0.2,0.8,300,150,0.144442924
polarization,8,0.2,0.2,50,500,0.162964121
polarization,12,0.2,0,300,500,0.128340921
polarization,4,0.4,0.8,300,150,0.170312676
polarization,4,0.6,0.8,300,150,0.222024321
polarization,8,0.4,0.2,50,500,0.157065934
polarization,4,0.8,0.8,300,150,0.330551299
polarization,4,0,0,300,150,0.090118795
polarization,4,0.2,0,300,150,0.091594679
polarization,8,0.6,0.2,50,500,0.176013977
polarization,4,0.4,0,300,150,0.095226425
polarization,12,0.4,0,300,500,0.129097477
polarization,4,0.6,0,300,150,0.100547907
polarization,4,0.8,0,300,150,0.136640649
polarization,4,0.2,0.2,300,150,0.088656794
polarization,8,0.8,0.2,50,500,0.115950391
polarization,4,0.4,0.2,300,150,0.09003112
polarization,4,0.6,0.2,300,150,0.110732443
polarization,4,0.8,0.2,300,150,0.05326411
polarization,12,0.6,0,300,500,0.130357335
polarization,4,0.2,0.4,300,150,0.089359324
polarization,8,0.2,0.4,50,500,0.143459244
polarization,4,0.4,0.4,300,150,0.100629121
polarization,4,0.6,0.4,300,150,0.131287217
polarization,4,0.8,0.4,300,150,0.269277161
polarization,8,0.4,0.4,50,500,0.154426875
polarization,12,0.8,0,300,500,0.138627268
polarization,4,0.2,0.6,300,150,0.101752068
polarization,4,0.4,0.6,300,150,0.122471531
polarization,8,0.6,0.4,50,500,0.194481849
polarization,4,0.6,0.6,300,150,0.166154784
polarization,4,0.8,0.6,300,150,0.31341964
polarization,4,0.2,0.8,300,150,0.113854217
polarization,8,0.8,0.4,50,500,0.343430671
polarization,4,0.4,0.8,300,150,0.13848344
polarization,4,0.6,0.8,300,150,0.213743218
polarization,12,0.2,0.2,300,500,0.123343894
polarization,4,0.8,0.8,300,150,0.335399068
polarization,4,0,0,300,150,0.049036237
polarization,8,0.2,0.6,50,500,0.181107311
polarization,4,0.2,0,300,150,0.05055874
polarization,4,0.4,0,300,150,0.055050397
polarization,4,0.6,0,300,150,0.06408262
polarization,4,0.8,0,300,150,0.108003757
polarization,8,0.4,0.6,50,500,0.207192701
polarization,4,0.2,0.2,300,150,0.053085512
polarization,4,0.4,0.2,300,150,0.062326933
polarization,12,0.4,0.2,300,500,0.122871783
polarization,4,0.6,0.2,300,150,0.089828985
polarization,8,0.6,0.6,50,500,0.270044779
polarization,4,0.8,0.2,300,150,0.049035391
polarization,4,0.2,0.4,300,150,0.071445111
polarization,8,0.8,0.6,50,500,0.359103821
polarization,4,0.4,0.4,300,150,0.087596129
polarization,4,0.6,0.4,300,150,0.124813928
polarization,4,0.8,0.4,300,150,0.266780133
polarization,4,0.2,0.6,300,150,0.090812225
polarization,4,0.4,0.6,300,150,0.116144117
polarization,8,0.2,0.8,50,500,0.18465935
polarization,12,0.6,0.2,300,500,0.151069192
polarization,4,0.6,0.6,300,150,0.19303881
polarization,4,0.8,0.6,300,150,0.305855714
polarization,8,0.4,0.8,50,500,0.208153969
polarization,4,0.2,0.8,300,150,0.095930958
polarization,4,0.4,0.8,300,150,0.127786252
polarization,4,0.6,0.8,300,150,0.191095516
polarization,8,0.6,0.8,50,500,0.288816921
polarization,4,0.8,0.8,300,150,0.356557536
polarization,12,0.8,0.2,300,500,0.095699585
polarization,8,0,0,300,150,0.207782218
polarization,8,0.2,0,300,150,0.207818445
polarization,8,0.8,0.8,50,500,0.364253513
polarization,8,0.4,0,300,150,0.209137054
polarization,8,0.6,0,300,150,0.215907466
polarization,8,0.8,0,300,150,0.229404221
polarization,8,0,0,50,500,0.115166864
polarization,8,0.2,0,50,500,0.116735156
polarization,8,0.4,0,50,500,0.120688206
polarization,8,0.6,0,50,500,0.127502906
polarization,8,0.8,0,50,500,0.179043973
polarization,8,0.2,0.2,300,150,0.207830754
polarization,8,0.4,0.2,300,150,0.212545424
polarization,8,0.6,0.2,300,150,0.219465506
polarization,8,0.2,0.2,50,500,0.112528183
polarization,8,0.8,0.2,300,150,0.191141061
polarization,8,0.2,0.4,300,150,0.210599164
polarization,8,0.4,0.2,50,500,0.117315009
polarization,8,0.4,0.4,300,150,0.214567603
polarization,12,0.2,0.4,300,500,0.143939661
polarization,8,0.6,0.4,300,150,0.226836459
polarization,8,0.8,0.4,300,150,0.316046576
polarization,8,0.6,0.2,50,500,0.162622459
polarization,8,0.2,0.6,300,150,0.201202737
polarization,8,0.4,0.6,300,150,0.212745521
