Scenario,state,missing,agents,observations,inaccuracy
polarization,64,0,150,500,0.113668025
polarization,32,0.2,300,150,0.209520454
polarization,32,0.4,300,150,0.20817072
polarization,32,0.6,300,150,0.215371723
polarization,64,0.2,150,500,0.114526726
polarization,32,0.8,300,150,0.217928135
polarization,64,0.8,300,500,0.122989789
polarization,64,0.4,150,500,0.114437597
polarization,64,0.6,150,500,0.115430179
polarization,64,0.8,150,500,0.13413804
polarization,32,0,300,150,0.180559181
polarization,32,0.2,300,150,0.180468507
polarization,32,0.4,300,150,0.180732395
polarization,32,0.6,300,150,0.182962925
polarization,32,0.8,300,150,0.192930111
polarization,32,0,300,150,0.118003388
polarization,32,0.2,300,150,0.118482136
polarization,32,0.4,300,150,0.118633915
polarization,32,0.6,300,150,0.12331537
polarization,32,0.8,300,150,0.133320747
polarization,32,0.2,300,500,0.095658774
polarization,32,0.4,300,500,0.09578877
polarization,32,0,300,150,0.059698904
polarization,32,0.2,300,150,0.059449463
polarization,32,0.4,300,150,0.06321949
polarization,32,0.6,300,150,0.067031534
polarization,32,0.6,300,500,0.096050618
polarization,32,0.8,300,150,0.084215641
polarization,32,0.8,300,500,0.098949868
polarization,64,0,150,500,0.060355835
polarization,32,0,300,150,0.273239504
polarization,32,0.2,300,150,0.273303638
polarization,64,0.2,150,500,0.061953873
polarization,32,0.4,300,150,0.271678787
polarization,32,0.6,300,150,0.274803911
polarization,64,0.4,150,500,0.063624955
polarization,32,0.8,300,150,0.283280517
polarization,64,0.6,150,500,0.068430944
polarization,64,0.8,150,500,0.093975044
polarization,32,0,300,150,0.222390755
polarization,32,0.2,300,150,0.223748297
polarization,32,0.4,300,150,0.223880799
polarization,32,0.6,300,150,0.223684349
polarization,32,0.8,300,150,0.236450256
polarization,16,0,300,500,0.064998
polarization,32,0,300,150,0.144699908
polarization,16,0.2,300,500,0.064545502
polarization,32,0.2,300,150,0.1438396
polarization,32,0.4,300,150,0.143352802
polarization,32,0.6,300,150,0.146639441
polarization,32,0.8,300,150,0.156312055
polarization,16,0.4,300,500,0.065249805
polarization,16,0.6,300,500,0.065086748
polarization,16,0.8,300,500,0.072104241
polarization,32,0,300,150,0.075656724
polarization,64,0,300,500,0.092193378
polarization,32,0.2,300,150,0.075761417
polarization,32,0.4,300,150,0.078395312
polarization,32,0.6,300,150,0.083800887
polarization,32,0.8,300,150,0.104547931
polarization,64,0.2,300,500,0.092497537
polarization,64,0.4,300,500,0.093164165
polarization,64,0.6,300,500,0.09455908
polarization,64,0,150,500,0.24725947
polarization,32,0,300,150,0.260910034
polarization,64,0.2,150,500,0.247061503
polarization,32,0.2,300,150,0.26049927
polarization,64,0.8,300,500,0.105491935
polarization,32,0.4,300,150,0.262662758
polarization,64,0.4,150,500,0.247013835
polarization,32,0.6,300,150,0.263086234
polarization,32,0.8,300,150,0.288809011
polarization,64,0.6,150,500,0.249962514
polarization,64,0.8,150,500,0.261367528
polarization,32,0,300,150,0.223752874
polarization,32,0.2,300,150,0.224207867
polarization,32,0.4,300,150,0.225450974
polarization,32,0.6,300,150,0.228723378
polarization,32,0.8,300,150,0.238864035
polarization,32,0,300,150,0.158300594
polarization,32,0.2,300,150,0.15846773
polarization,32,0.4,300,150,0.160131471
polarization,32,0.6,300,150,0.159339868
polarization,32,0,300,500,0.297038563
polarization,32,0.8,300,150,0.170677626
polarization,32,0.2,300,500,0.297227092
polarization,32,0.4,300,500,0.299735494
polarization,32,0.6,300,500,0.296851434
polarization,32,0,300,150,0.088183109
polarization,32,0.2,300,150,0.08960877
polarization,32,0.4,300,150,0.089540288
polarization,32,0.6,300,150,0.092231422
polarization,32,0.8,300,500,0.302687056
polarization,32,0.8,300,150,0.108727061
polarization,64,0,150,500,0.194897237
polarization,64,0.2,150,500,0.195466685
polarization,32,0,300,150,0.266612952
polarization,32,0.2,300,150,0.266218025
polarization,64,0.4,150,500,0.197782537
polarization,32,0.4,300,150,0.268722686
polarization,32,0.6,300,150,0.272843163
polarization,64,0.6,150,500,0.196490074
polarization,32,0.8,300,150,0.282927296
polarization,64,0.8,150,500,0.207962934
polarization,32,0,300,150,0.235617451
polarization,32,0.2,300,150,0.2363621
polarization,32,0.4,300,150,0.235767157
polarization,32,0.6,300,150,0.234555994
polarization,32,0.8,300,150,0.250237112
polarization,16,0,300,500,0.306407593
polarization,16,0.2,300,500,0.306306705
polarization,32,0,300,150,0.159194308
polarization,32,0.2,300,150,0.158049882
polarization,16,0.4,300,500,0.304102648
polarization,32,0.4,300,150,0.16101972
polarization,32,0.6,300,150,0.161869403
polarization,32,0.8,300,150,0.177564319
polarization,16,0.6,300,500,0.305315528
polarization,16,0.8,300,500,0.310754428
polarization,64,0,300,500,0.063065545
polarization,32,0,300,150,0.100937918
polarization,64,0.2,300,500,0.063481436
polarization,32,0.2,300,150,0.101884039
polarization,32,0.4,300,150,0.10293771
polarization,32,0.6,300,150,0.105359511
polarization,32,0.8,300,150,0.122383737
polarization,64,0.4,300,500,0.064517274
polarization,64,0.6,300,500,0.06717484
polarization,64,0,150,500,0.128858308
polarization,64,0.8,300,500,0.081719439
polarization,64,0.2,150,500,0.128771358
polarization,64,0.4,150,500,0.132239811
polarization,64,0.6,150,500,0.134154167
polarization,32,0,300,300,0.153329957
polarization,64,0.8,150,500,0.145289463
polarization,32,0.2,300,300,0.152943088
polarization,32,0.4,300,300,0.153369332
polarization,32,0.6,300,300,0.155159733
polarization,32,0.8,300,300,0.160834161
polarization,32,0,300,500,0.233166389
polarization,32,0.2,300,500,0.232998353
polarization,32,0.4,300,500,0.234100101
polarization,32,0.6,300,500,0.232525806
polarization,32,0.8,300,500,0.239728113
polarization,32,0,300,300,0.12771223
polarization,32,0.2,300,300,0.127805719
polarization,32,0.4,300,300,0.128099037
polarization,32,0.6,300,300,0.129316023
polarization,32,0.8,300,300,0.133953749
polarization,64,0,150,500,0.06943953
polarization,64,0.2,150,500,0.070882117
polarization,64,0.4,150,500,0.073399825
polarization,64,0.6,150,500,0.077992091
polarization,64,0.8,150,500,0.097116637
polarization,16,0,300,500,0.245684982
polarization,16,0.2,300,500,0.246316672
polarization,16,0.4,300,500,0.245510038
polarization,16,0.6,300,500,0.246224666
polarization,16,0.8,300,500,0.245874415
polarization,32,0,300,300,0.08724747
polarization,32,0.2,300,300,0.086999558
polarization,32,0.4,300,300,0.090151004
polarization,64,0,300,500,0.032882266
polarization,32,0.6,300,300,0.087790435
polarization,32,0.8,300,300,0.102653871
polarization,64,0.2,300,500,0.033853593
polarization,64,0.4,300,500,0.035944183
polarization,64,0.6,300,500,0.040110554
polarization,64,0.8,300,500,0.058630418
polarization,64,0,150,500,0.245423118
polarization,64,0.2,150,500,0.244932302
polarization,64,0.4,150,500,0.24395777
polarization,64,0.6,150,500,0.249046444
polarization,64,0.8,150,500,0.250420587
polarization,32,0,300,300,0.04455242
polarization,32,0.2,300,300,0.045336519
polarization,32,0.4,300,300,0.046639283
polarization,32,0,300,500,0.17271551
polarization,32,0.6,300,300,0.048455226
polarization,32,0.8,300,300,0.063010482
polarization,32,0.2,300,500,0.171510552
polarization,32,0.4,300,500,0.17248984
polarization,32,0.6,300,500,0.174011195
polarization,32,0.8,300,500,0.177124808
polarization,64,0,150,500,0.204876076
polarization,64,0.2,150,500,0.204506476
polarization,64,0.4,150,500,0.20548194
polarization,64,0.6,150,500,0.206240084
polarization,64,0.8,150,500,0.221890531
polarization,32,0,300,300,0.207991532
polarization,32,0.2,300,300,0.207765644
polarization,32,0.4,300,300,0.208563341
polarization,32,0.6,300,300,0.209200655
polarization,16,0,300,500,0.15298096
polarization,32,0.8,300,300,0.211394449
polarization,16,0.2,300,500,0.152498573
polarization,16,0.4,300,500,0.152703169
polarization,16,0.6,300,500,0.153692063
polarization,16,0.8,300,500,0.155980559
polarization,64,0,300,500,0.148551982
polarization,64,0.2,300,500,0.148544276
polarization,64,0.4,300,500,0.15030859
polarization,64,0.6,300,500,0.150589844
polarization,64,0.8,300,500,0.158578993
polarization,64,0,150,500,0.139603076
polarization,64,0.2,150,500,0.141353128
polarization,64,0.4,150,500,0.140760284
polarization,64,0.6,150,500,0.143854377
polarization,32,0,300,300,0.186268076
polarization,64,0.8,150,500,0.161911261
polarization,32,0.2,300,300,0.186496912
polarization,32,0.4,300,300,0.188624521
polarization,32,0.6,300,300,0.187748581
polarization,32,0.8,300,300,0.193666617
polarization,32,0,300,500,0.092917106
polarization,32,0.2,300,500,0.09306339
polarization,32,0.4,300,500,0.094254588
polarization,32,0.6,300,500,0.093484035
polarization,32,0.8,300,500,0.099132387
polarization,32,0,300,300,0.122171939
polarization,32,0.2,300,300,0.122256437
polarization,32,0.4,300,300,0.123808194
polarization,32,0.6,300,300,0.124971469
polarization,32,0.8,300,300,0.126336115
polarization,64,0,150,500,0.072878966
polarization,64,0.2,150,500,0.073783682
polarization,64,0.4,150,500,0.074427145
polarization,64,0.6,150,500,0.079474498
polarization,64,0.8,150,500,0.102668374
polarization,16,0,300,500,0.077305562
polarization,16,0.2,300,500,0.077582238
polarization,16,0.4,300,500,0.077920989
polarization,16,0.6,300,500,0.077481837
polarization,16,0.8,300,500,0.085294687
polarization,32,0,300,300,0.063163144
polarization,64,0,300,500,0.12860544
polarization,32,0.2,300,300,0.063006565
polarization,32,0.4,300,300,0.064587672
polarization,64,0.2,300,500,0.128570175
polarization,32,0.6,300,300,0.066205771
polarization,32,0.8,300,300,0.075192263
polarization,64,0.4,300,500,0.129113963
polarization,64,0.6,300,500,0.132121789
polarization,64,0.8,300,500,0.139768467
polarization,64,0,150,500,0.246828501
polarization,64,0.2,150,500,0.246618509
polarization,64,0.4,150,500,0.247792407
polarization,64,0.6,150,500,0.251241459
polarization,64,0.8,150,500,0.266137331
polarization,32,0,300,300,0.265223609
polarization,64,0,50,150,0.120459696
polarization,64,0.2,50,150,0.126622923
polarization,64,0.4,50,150,0.13326267
polarization,64,0.6,50,150,0.161352848
polarization,64,0.8,50,150,0.310074185
polarization,32,0.2,300,300,0.265008
polarization,32,0.4,300,300,0.265343437
polarization,64,0,50,150,0.104212845
polarization,64,0.2,50,150,0.110849754
polarization,64,0.4,50,150,0.121261287
polarization,32,0.6,300,300,0.265175591
polarization,64,0.6,50,150,0.153468793
polarization,64,0.8,50,150,0.292516025
polarization,32,0.8,300,300,0.263658774
polarization,64,0,50,150,0.077402423
polarization,64,0.2,50,150,0.084573328
polarization,64,0.4,50,150,0.098200912
polarization,64,0.6,50,150,0.132197938
polarization,64,0.8,50,150,0.26217612
polarization,64,0,50,150,0.057190153
polarization,64,0.2,50,150,0.066824039
polarization,64,0.4,50,150,0.08469955
polarization,64,0.6,50,150,0.124575699
polarization,64,0.8,50,150,0.27104985
polarization,64,0,50,150,0.160025806
polarization,64,0.2,50,150,0.162509091
polarization,64,0.4,50,150,0.175038101
polarization,64,0.6,50,150,0.203709534
polarization,64,0.8,50,150,0.288057785
polarization,64,0,50,150,0.135771783
polarization,64,0.2,50,150,0.13937538
polarization,64,0.4,50,150,0.146510488
polarization,64,0.6,50,150,0.173717471
polarization,64,0.8,50,150,0.276417675
polarization,64,0,50,150,0.097088102
polarization,64,0.2,50,150,0.103478557
polarization,64,0.4,50,150,0.113228256
polarization,64,0.6,50,150,0.14555154
polarization,64,0.8,50,150,0.263262367
polarization,64,0,50,150,0.063791571
polarization,64,0.2,50,150,0.07275908
polarization,64,0.4,50,150,0.088081307
polarization,64,0.6,50,150,0.120909439
polarization,64,0.8,50,150,0.266077951
polarization,64,0,150,500,0.199949906
polarization,64,0.2,150,500,0.200493677
polarization,64,0.4,150,500,0.198927572
polarization,64,0,50,150,0.215171934
polarization,64,0.2,50,150,0.21763963
polarization,64,0.4,50,150,0.222326788
polarization,64,0.6,50,150,0.236470453
polarization,64,0.8,50,150,0.298279207
polarization,64,0.6,150,500,0.203753033
polarization,64,0.8,150,500,0.211308928
polarization,64,0,50,150,0.177997738
polarization,64,0.2,50,150,0.180715065
polarization,64,0.4,50,150,0.190907932
polarization,64,0.6,50,150,0.209690002
polarization,64,0.8,50,150,0.33435125
polarization,64,0,50,150,0.121521495
polarization,64,0.2,50,150,0.127355447
polarization,64,0.4,50,150,0.138201803
polarization,64,0.6,50,150,0.165285675
polarization,64,0.8,50,150,0.286452702
polarization,64,0,50,150,0.078142167
polarization,64,0.2,50,150,0.085761443
polarization,64,0.4,50,150,0.097445362
polarization,64,0.6,50,150,0.135871423
polarization,64,0.8,50,150,0.264805265
polarization,32,0,300,300,0.217992273
polarization,32,0.2,300,300,0.217371946
polarization,64,0,50,150,0.249672522
polarization,64,0.2,50,150,0.249296791
polarization,64,0.4,50,150,0.251474398
polarization,64,0.6,50,150,0.284863763
polarization,32,0.4,300,300,0.215763099
polarization,64,0.8,50,150,0.357344045
polarization,16,0,300,500,0.301688001
polarization,32,0.6,300,300,0.222491352
polarization,32,0.8,300,300,0.224797437
polarization,16,0.2,300,500,0.302176158
polarization,64,0,50,150,0.198010779
polarization,64,0.2,50,150,0.202789269
polarization,64,0.4,50,150,0.200471152
polarization,64,0.6,50,150,0.2429446
polarization,64,0.8,50,150,0.325068407
polarization,16,0.4,300,500,0.300000057
polarization,64,0,50,150,0.140615344
polarization,64,0.2,50,150,0.142788118
polarization,64,0.4,50,150,0.151297376
polarization,64,0.6,50,150,0.175691983
polarization,64,0.8,50,150,0.283499781
polarization,16,0.6,300,500,0.30378867
polarization,64,0,50,150,0.086062066
polarization,64,0.2,50,150,0.09234224
polarization,64,0.4,50,150,0.108430128
polarization,64,0.6,50,150,0.144629371
polarization,64,0.8,50,150,0.282507238
polarization,16,0.8,300,500,0.301872838
polarization,64,0,50,150,0.243886391
polarization,64,0.2,50,150,0.244021691
polarization,64,0.4,50,150,0.247019036
polarization,64,0.6,50,150,0.275743377
polarization,64,0.8,50,150,0.336973594
polarization,64,0,300,500,0.085271866
polarization,64,0,50,150,0.208757393
polarization,64,0.2,50,150,0.214859791
polarization,64,0.4,50,150,0.219452005
polarization,64,0.6,50,150,0.242593282
polarization,64,0.8,50,150,0.343370131
polarization,64,0.2,300,500,0.085123679
polarization,64,0,50,150,0.14560273
polarization,64,0.2,50,150,0.149085047
polarization,64,0.4,50,150,0.162874975
polarization,64,0.6,50,150,0.186289543
polarization,64,0.8,50,150,0.295344833
polarization,64,0.4,300,500,0.086499314
polarization,64,0,50,150,0.09092671
polarization,64,0.2,50,150,0.096789744
polarization,64,0.4,50,150,0.11167006
polarization,64,0.6,50,150,0.139028865
polarization,64,0.8,50,150,0.265613823
polarization,64,0.6,300,500,0.088495277
polarization,64,0,50,150,0.25000085
polarization,64,0.2,50,150,0.255395326
polarization,64,0.4,50,150,0.261444967
polarization,64,0.6,50,150,0.273944217
polarization,64,0.8,50,150,0.348323966
polarization,64,0.8,300,500,0.098903402
polarization,64,0,50,150,0.212639094
polarization,64,0.2,50,150,0.214886518
polarization,64,0.4,50,150,0.22325497
polarization,64,0.6,50,150,0.2379804
polarization,64,0.8,50,150,0.322751118
polarization,64,0,150,500,0.134395411
polarization,64,0.2,150,500,0.134600217
polarization,64,0,50,150,0.13897433
polarization,64,0.2,50,150,0.144775474
polarization,64,0.4,50,150,0.152118909
polarization,64,0.6,50,150,0.178488258
polarization,64,0.8,50,150,0.291352625
polarization,64,0.4,150,500,0.136337687
polarization,64,0.6,150,500,0.141387079
polarization,32,0,300,300,0.152340207
polarization,64,0.8,150,500,0.155195888
polarization,64,0,50,150,0.099738143
polarization,64,0.2,50,150,0.107148873
polarization,64,0.4,50,150,0.120556946
polarization,64,0.6,50,150,0.159438572
polarization,64,0.8,50,150,0.269394931
polarization,32,0.2,300,300,0.152849493
polarization,32,0.4,300,300,0.154142766
polarization,32,0.6,300,300,0.154507126
polarization,64,0,50,150,0.246946292
polarization,64,0.2,50,150,0.252027614
polarization,64,0.4,50,150,0.268570295
polarization,64,0.6,50,150,0.275878921
polarization,64,0.8,50,150,0.336096753
polarization,32,0.8,300,300,0.158955942
polarization,64,0,50,150,0.204367482
polarization,64,0.2,50,150,0.210334446
polarization,64,0.4,50,150,0.207692673
polarization,64,0.6,50,150,0.236622215
polarization,64,0.8,50,150,0.332817487
polarization,64,0,50,150,0.152968146
polarization,64,0.2,50,150,0.155844248
polarization,64,0.4,50,150,0.169405884
polarization,64,0.6,50,150,0.196182416
polarization,64,0.8,50,150,0.313240718
polarization,64,0,50,150,0.104444269
polarization,64,0.2,50,150,0.11193837
polarization,64,0.4,50,150,0.120680881
polarization,64,0.6,50,150,0.157222433
polarization,64,0.8,50,150,0.29649649
polarization,64,0,50,150,0.263182984
polarization,64,0.2,50,150,0.270281389
polarization,64,0.4,50,150,0.262852463
polarization,64,0.6,50,150,0.298478358
polarization,64,0.8,50,150,0.351199579
polarization,64,0,50,150,0.205608035
polarization,64,0.2,50,150,0.20860142
polarization,64,0.4,50,150,0.211764914
polarization,64,0.6,50,150,0.229347544
polarization,64,0.8,50,150,0.327559782
polarization,64,0,50,150,0.158782368
polarization,64,0.2,50,150,0.16501114
polarization,64,0.4,50,150,0.177838818
polarization,64,0.6,50,150,0.197947804
polarization,64,0.8,50,150,0.323335664
polarization,64,0,50,150,0.10596575
polarization,64,0.2,50,150,0.11057485
polarization,64,0.4,50,150,0.123067434
polarization,64,0.6,50,150,0.149384085
polarization,64,0.8,50,150,0.2815936
polarization,64,0,50,150,0.254404375
polarization,64,0.2,50,150,0.257680292
polarization,64,0.4,50,150,0.265025353
polarization,64,0.6,50,150,0.303686253
polarization,64,0.8,50,150,0.324120107
polarization,64,0,50,150,0.20604848
polarization,64,0.2,50,150,0.207784119
polarization,64,0.4,50,150,0.215817992
polarization,64,0.6,50,150,0.23488387
polarization,64,0.8,50,150,0.321622203
polarization,64,0,50,150,0.144256639
polarization,64,0.2,50,150,0.147782253
polarization,64,0.4,50,150,0.159397409
polarization,64,0.6,50,150,0.183160296
polarization,64,0.8,50,150,0.283265509
polarization,32,0,300,300,0.082818644
polarization,32,0.2,300,300,0.082923562
polarization,32,0.4,300,300,0.082469555
polarization,64,0,50,150,0.103176431
polarization,64,0.2,50,150,0.11104248
polarization,64,0.4,50,150,0.12387141
polarization,64,0.6,50,150,0.157113485
polarization,64,0.8,50,150,0.2797602
polarization,32,0.6,300,300,0.08615697
polarization,32,0.8,300,300,0.098038091
polarization,64,0,150,500,0.078186947
polarization,64,0,50,300,0.11602794
polarization,64,0.2,50,300,0.117303393
polarization,64,0.4,50,300,0.123124629
polarization,64,0.2,150,500,0.078770578
polarization,64,0.6,50,300,0.138876162
polarization,64,0.8,50,300,0.206953349
polarization,64,0.4,150,500,0.079614701
polarization,64,0.6,150,500,0.085789961
polarization,64,0.8,150,500,0.104818147
polarization,64,0,50,300,0.099002619
polarization,64,0.2,50,300,0.101009296
polarization,64,0.4,50,300,0.108618077
polarization,64,0.6,50,300,0.124831082
polarization,64,0.8,50,300,0.206195484
polarization,16,0,300,500,0.246793265
polarization,16,0.2,300,500,0.246123162
polarization,16,0.4,300,500,0.244831611
polarization,64,0,50,300,0.070082595
polarization,64,0.2,50,300,0.074422932
polarization,64,0.4,50,300,0.083987643
polarization,64,0.6,50,300,0.106361164
polarization,64,0.8,50,300,0.191322759
polarization,16,0.6,300,500,0.247519553
polarization,16,0.8,300,500,0.247885898
polarization,64,0,300,500,0.045216684
polarization,32,0,300,300,0.262917832
polarization,32,0.2,300,300,0.263809393
polarization,32,0.4,300,300,0.262005813
polarization,64,0.2,300,500,0.046195899
polarization,64,0,50,300,0.046681083
polarization,64,0.2,50,300,0.052905547
polarization,64,0.4,50,300,0.064469504
polarization,64,0.6,50,300,0.090959991
polarization,64,0.8,50,300,0.168433019
polarization,32,0.6,300,300,0.26816275
polarization,32,0.8,300,300,0.280897216
polarization,64,0.4,300,500,0.047433822
polarization,64,0.6,300,500,0.05237256
polarization,64,0.8,300,500,0.069543987
polarization,64,0,50,300,0.158518395
polarization,64,0.2,50,300,0.15751729
polarization,64,0.4,50,300,0.166509816
polarization,64,0,150,500,0.23819458
polarization,64,0.6,50,300,0.177136751
polarization,64,0.8,50,300,0.23202691
polarization,64,0.2,150,500,0.239125884
polarization,64,0.4,150,500,0.240204066
polarization,64,0.6,150,500,0.247310374
polarization,64,0.8,150,500,0.255288709
polarization,64,0,50,300,0.128793286
polarization,64,0.2,50,300,0.130810217
polarization,64,0.4,50,300,0.134603243
polarization,64,0.6,50,300,0.153514632
polarization,64,0.8,50,300,0.209688437
polarization,64,0,50,300,0.092530698
polarization,64,0.2,50,300,0.09458002
polarization,64,0.4,50,300,0.100816975
polarization,64,0.6,50,300,0.119804508
polarization,32,0,300,300,0.243437504
polarization,64,0.8,50,300,0.185105133
polarization,32,0.2,300,300,0.244070014
polarization,32,0.4,300,300,0.244178144
polarization,32,0.6,300,300,0.241976636
polarization,32,0.8,300,300,0.250860903
polarization,64,0,50,300,0.057581369
polarization,64,0.2,50,300,0.062721372
polarization,64,0.4,50,300,0.072694564
polarization,64,0.6,50,300,0.097637994
polarization,64,0.8,50,300,0.182768486
polarization,64,0,50,300,0.207157617
polarization,64,0.2,50,300,0.208179311
polarization,64,0.4,50,300,0.211636064
polarization,64,0.6,50,300,0.226988921
polarization,64,0.8,50,300,0.277526759
polarization,64,0,150,500,0.189995813
polarization,64,0.2,150,500,0.191386843
polarization,64,0.4,150,500,0.191096661
polarization,64,0.6,150,500,0.195571529
polarization,64,0.8,150,500,0.209871706
polarization,64,0,50,300,0.17477994
polarization,64,0.2,50,300,0.177291466
polarization,64,0.4,50,300,0.180752209
polarization,64,0.6,50,300,0.187485155
polarization,64,0.8,50,300,0.250723798
polarization,32,0,300,300,0.166070202
polarization,16,0,300,500,0.173012852
polarization,32,0.2,300,300,0.166117581
polarization,32,0.4,300,300,0.16628552
polarization,16,0.2,300,500,0.173187944
polarization,32,0.6,300,300,0.167673998
polarization,32,0.8,300,300,0.174302028
polarization,16,0.4,300,500,0.173787124
polarization,64,0,50,300,0.117012026
polarization,64,0.2,50,300,0.118177784
polarization,64,0.4,50,300,0.123370462
polarization,64,0.6,50,300,0.134679418
polarization,64,0.8,50,300,0.214593097
polarization,16,0.6,300,500,0.172666343
polarization,16,0.8,300,500,0.174045437
polarization,64,0,300,500,0.202358021
polarization,64,0.2,300,500,0.202456237
polarization,64,0,50,300,0.070065908
polarization,64,0.2,50,300,0.07429915
polarization,64,0.4,50,300,0.080859662
polarization,64,0.6,50,300,0.104006594
polarization,64,0.8,50,300,0.185523573
polarization,64,0.4,300,500,0.202410877
polarization,64,0.6,300,500,0.204909407
polarization,64,0.8,300,500,0.206939868
polarization,64,0,50,300,0.236618296
polarization,64,0.2,50,300,0.240250511
polarization,64,0.4,50,300,0.243562414
polarization,64,0.6,50,300,0.250764371
polarization,64,0.8,50,300,0.285414675
polarization,64,0,150,500,0.145199972
polarization,64,0.2,150,500,0.14472965
polarization,64,0.4,150,500,0.146821612
polarization,64,0.6,150,500,0.148188036
polarization,32,0,300,300,0.114698255
polarization,64,0.8,150,500,0.171648624
polarization,32,0.2,300,300,0.115458995
polarization,32,0.4,300,300,0.115887317
polarization,32,0.6,300,300,0.118360465
polarization,64,0,50,300,0.19792929
polarization,64,0.2,50,300,0.200529829
polarization,64,0.4,50,300,0.202485817
polarization,64,0.6,50,300,0.209743745
polarization,64,0.8,50,300,0.256733487
polarization,32,0.8,300,300,0.127979708
polarization,64,0,50,300,0.134671435
polarization,64,0.2,50,300,0.13814405
polarization,64,0.4,50,300,0.142154602
polarization,64,0.6,50,300,0.152765337
polarization,64,0.8,50,300,0.219006444
polarization,64,0,50,300,0.078858769
polarization,64,0.2,50,300,0.082353728
polarization,64,0.4,50,300,0.088804464
polarization,64,0.6,50,300,0.112869825
polarization,64,0.8,50,300,0.182164374
polarization,32,0,300,300,0.280859928
polarization,32,0.2,300,300,0.280608073
polarization,64,0,50,300,0.254575336
polarization,64,0.2,50,300,0.255677011
polarization,64,0.4,50,300,0.256761336
polarization,64,0.6,50,300,0.2678444
polarization,64,0.8,50,300,0.316804099
polarization,32,0.4,300,300,0.283165495
polarization,32,0.6,300,300,0.283898107
polarization,32,0.8,300,300,0.285268256
polarization,64,0,150,500,0.090635214
polarization,64,0.2,150,500,0.091191469
polarization,64,0.4,150,500,0.093688906
polarization,64,0.6,150,500,0.095859399
polarization,64,0.8,150,500,0.118722902
polarization,64,0,50,300,0.208933266
polarization,64,0.2,50,300,0.207966602
polarization,64,0.4,50,300,0.214198963
polarization,64,0.6,50,300,0.226807776
polarization,64,0.8,50,300,0.279010474
polarization,16,0,300,500,0.111747317
polarization,16,0.2,300,500,0.112047476
polarization,16,0.4,300,500,0.111557774
polarization,64,0,50,300,0.133124189
polarization,64,0.2,50,300,0.134213519
polarization,64,0.4,50,300,0.139275077
polarization,64,0.6,50,300,0.156233038
polarization,64,0.8,50,300,0.211537297
polarization,16,0.6,300,500,0.110040715
polarization,16,0.8,300,500,0.112075288
polarization,64,0,300,500,0.171548084
polarization,64,0.2,300,500,0.171486383
polarization,64,0,50,300,0.086957489
polarization,64,0.2,50,300,0.08977316
polarization,64,0.4,50,300,0.095199066
polarization,32,0,300,300,0.227192184
polarization,64,0.6,50,300,0.121963958
polarization,64,0.8,50,300,0.196851991
polarization,32,0.2,300,300,0.226844071
polarization,64,0.4,300,500,0.172366923
polarization,32,0.4,300,300,0.229249236
polarization,32,0.6,300,300,0.228305594
polarization,64,0.6,300,500,0.172305657
polarization,32,0.8,300,300,0.234678489
polarization,64,0.8,300,500,0.174368187
polarization,64,0,50,300,0.257331379
polarization,64,0.2,50,300,0.259344894
polarization,64,0.4,50,300,0.259667422
polarization,64,0.6,50,300,0.268437191
polarization,64,0.8,50,300,0.32284099
polarization,64,0,150,500,0.252177296
polarization,64,0.2,150,500,0.252826392
polarization,64,0.4,150,500,0.251628428
polarization,64,0.6,150,500,0.26062822
polarization,64,0.8,150,500,0.25378954
polarization,64,0,50,300,0.222789957
polarization,64,0.2,50,300,0.22348386
polarization,64,0.4,50,300,0.225959371
polarization,64,0.6,50,300,0.232426412
polarization,64,0.8,50,300,0.282475261
polarization,64,0,50,300,0.135956871
polarization,64,0.2,50,300,0.137632487
polarization,64,0.4,50,300,0.145484
polarization,64,0.6,50,300,0.161770503
polarization,64,0.8,50,300,0.244024585
polarization,32,0,300,300,0.157321779
polarization,32,0.2,300,300,0.157279359
polarization,32,0.4,300,300,0.158401499
polarization,32,0.6,300,300,0.160381736
polarization,32,0.8,300,300,0.168805445
polarization,64,0,50,300,0.10076269
polarization,64,0.2,50,300,0.103242181
polarization,64,0.4,50,300,0.110612504
polarization,64,0.6,50,300,0.126232181
polarization,64,0.8,50,300,0.20552879
polarization,64,0,50,300,0.246338366
polarization,64,0.2,50,300,0.247414788
polarization,64,0.4,50,300,0.261180082
polarization,64,0.6,50,300,0.264751146
polarization,64,0.8,50,300,0.316289407
polarization,64,0,150,500,0.194511324
polarization,64,0.2,150,500,0.195487006
polarization,64,0.4,150,500,0.192934273
polarization,64,0.6,150,500,0.198344244
polarization,64,0.8,150,500,0.21016443
polarization,64,0,50,300,0.20826144
polarization,64,0.2,50,300,0.20509995
polarization,64,0.4,50,300,0.208565735
polarization,64,0.6,50,300,0.229494117
polarization,64,0.8,50,300,0.274098596
polarization,32,0,300,300,0.08022167
polarization,32,0.2,300,300,0.080961157
polarization,32,0.4,300,300,0.080637819
polarization,32,0.6,300,300,0.08236827
polarization,64,0,50,300,0.12330567
polarization,64,0.2,50,300,0.127658289
polarization,64,0.4,50,300,0.130827669
polarization,64,0.6,50,300,0.154273772
polarization,64,0.8,50,300,0.234606002
polarization,32,0.8,300,300,0.090378592
polarization,64,0,300,500,0.111015113
polarization,64,0,50,300,0.105515401
polarization,64,0.2,50,300,0.107365807
polarization,64,0.4,50,300,0.114525511
